CH1,CH2,CH3,CH4,CH5,CH6,CH7,CH8,AccX,AccY,AccZ,GyX,GyY,GyZ,TimeStamp
185597.0273,204560.4383,204663.0036,204975.2422,204951.1934,208012.7849,201260.0597,176966.4546,66.41152,200.1147568,134.495536,0.037292385,0.031657634,0.026513604,59:06.4
185139.4529,204014.1413,204112.5551,204387.7346,204422.4184,207137.0799,201342.1233,176270.1817,68.31254976,199.0524166,132.0241485,0.018587843,0.03507657,0.017018023,59:06.6
185041.1231,203671.0769,203680.843,203940.1662,204062.3594,206541.8091,201408.1865,175783.5724,68.32915264,202.0209139,133.5683384,0.070047672,0.015563437,0.012399871,59:06.8
187877.9536,206076.0474,206021.2441,206285.506,206485.9659,208627.8267,204200.1107,178446.8711,66.30262464,180.759339,155.5349253,0.475316654,0.022605899,0.050810905,59:07.0
192283.4445,209221.1334,208540.0693,208875.3835,209774.1603,211504.7708,207754.3333,182799.6359,61.86489456,158.2662211,182.3303866,0.147414173,0.025595149,0.021858831,59:07.2
193837.9944,209692.3451,208608.8657,209017.7637,210596.8859,212315.867,209047.5991,185366.2924,62.5824808,168.6686579,174.4849154,0.156270596,0.020538522,0.041317277,59:07.4
194779.5934,209137.1184,208103.3624,208530.8194,210485.3477,212416.0469,209281.1876,187070.6834,66.11633056,182.2919314,156.8586387,0.171355518,0.025299252,0.01931831,59:07.6
196091.3469,208928.1262,207891.1889,208293.0672,210316.8772,212398.397,209364.9897,188478.6034,67.63146544,184.8823469,152.2380328,0.071408509,0.022934023,0.024565855,59:07.8
196639.2609,208593.8552,207588.528,207961.6177,209856.523,211934.0416,209099.4438,189066.1901,66.88299296,188.4562389,150.092721,0.035305574,0.006988752,0.006501448,59:08.0
197234.9468,208207.2431,207243.1112,207600.4547,209343.2028,211415.412,208783.4612,189636.5126,66.4493648,188.7283552,148.7902494,0.007161603,0.003401358,0.006527327,59:08.2
197800.1863,207954.31,207018.6409,207360.9157,209034.1809,211059.0195,208586.9772,190173.6256,66.25855376,189.2756398,148.8892563,0.010431126,0.00273388,0.005998032,59:08.4
198352.3215,207745.189,206822.8117,207149.7533,208780.9892,210755.2059,208422.2105,190704.4266,65.55403008,188.422789,150.211871,0.011400361,0.00155859,0.004089345,59:08.7
198886.7229,207570.5945,206659.3002,206976.5162,208573.6775,210505.965,208296.0503,191230.3037,65.4904264,188.8448195,150.8715914,0.008781716,0.00381249,0.002644036,59:08.9
199408.1759,207436.7436,206535.3744,206844.4362,208416.5593,210310.8406,208206.2918,191747.6848,64.37864384,188.0342083,150.6837102,0.007082013,0.004679187,0.004385731,59:09.1
200272.3018,207620.8242,206679.6232,206960.6542,208627.9571,210424.7106,208417.1774,192630.3143,66.7252656,177.5891656,142.6492592,0.506744308,0.048171263,0.043410533,59:09.3
201128.6279,207705.4319,206791.2511,207084.9395,208789.3792,210537.3523,208696.5281,193612.2776,67.2758464,225.048376,105.6980848,1.087616845,0.132929347,0.15794149,59:09.5
201630.1352,207590.5148,206647.9646,206930.302,208542.5986,210373.918,208618.3497,194232.1279,70.96583648,189.6402928,117.8140365,1.412232713,0.11079708,0.231477435,59:09.7
202207.6778,207313.2695,206395.8141,206710.0224,208280.1862,210099.4603,208528.4147,194883.6304,65.431828,180.7506714,145.1753386,1.311793029,0.133385889,0.189766604,59:09.9
203667.2869,207741.7144,206731.8084,207035.4544,208706.2577,210521.7766,208998.3561,196310.1474,59.08757456,155.2653726,186.8458816,0.539566978,0.045097541,0.043695201,59:10.1
206164.7603,208883.9053,207745.3731,208053.7159,209937.5401,211907.2178,210371.1447,198883.2817,57.72223184,116.9738819,212.616115,0.231689837,0.023106874,0.030539473,59:10.3
207783.2037,209203.0777,207951.7698,208299.4125,210397.3504,212420.1192,211031.9984,200668.3951,54.13381232,110.0729437,218.356927,0.036212798,0.018456496,0.051060904,59:10.5
208877.9629,209074.9254,207685.7221,208073.0851,210426.2215,212581.316,211358.1044,202142.1346,53.43905504,112.022195,218.4946333,0.018668409,0.010262181,0.026831474,59:10.7
210059.8065,208832.4367,207219.0599,207673.6706,210405.7496,212814.898,211886.5694,203963.5594,50.0296048,111.6830568,219.8087024,0.016591754,0.007119122,0.012297332,59:10.9
211018.0545,208573.948,206884.3503,207373.035,210300.0194,212878.314,212385.4018,205739.9758,47.95680848,114.0106341,220.5599827,0.027110282,0.009260718,0.016003377,59:11.1
211642.288,208386.4174,206717.6475,207204.2638,210162.9132,212828.4872,212661.003,207221.4861,47.99794944,115.7965424,218.1711213,0.02691204,0.006935529,0.004457508,59:11.3
212108.8369,208248.5046,206585.6954,207077.6929,210054.9746,212754.9018,212734.7136,208497.0924,60.3551312,130.57982,234.9279442,0.126940593,0.043686412,0.07631084,59:11.5
212715.6382,208011.1626,206245.099,206764.8495,209870.9319,213156.7198,212424.6279,209382.8103,101.5245358,92.67056176,267.529164,0.556037151,0.129442051,0.250932951,59:11.7
212879.4295,207962.4176,206442.3504,206857.2846,209725.6011,213350.5381,212120.6191,209898.1268,46.93780672,49.58010624,231.4143597,0.904928347,0.348212976,0.104821021,59:11.9
212348.3195,208235.4419,207163.7551,207336.9016,209271.0954,213144.0473,211705.4916,209749.6454,14.3907904,61.7157128,205.610188,0.647928029,0.305643749,0.236725468,59:12.1
211455.5531,208941.8526,208318.5531,208399.6633,208455.5081,211839.119,211208.1364,208917.1011,11.70442,133.0220304,191.5215456,0.700247231,0.164870183,0.091020275,59:12.3
210366.2353,209600.3092,209252.7206,209265.6515,208238.4242,210455.3117,210599.6486,207630.5538,12.84074064,197.3021557,157.7783894,0.388328596,0.100978257,0.043072155,59:12.5
209499.0845,209959.9669,209707.5665,209675.8726,208665.6503,209476.2013,209960.4988,206440.5455,18.849152,216.8420363,134.9360006,0.374624529,0.032142496,0.068673164,59:12.7
208780.5618,209975.3901,209691.649,209675.7385,208872.1448,209366.3015,209402.2263,205426.6137,23.04394288,231.1151416,108.2425982,0.24409459,0.019004346,0.084256132,59:12.9
207261.7949,209179.8433,208991.7777,208943.9672,208169.5469,208507.8631,208239.7487,203809.4107,29.27319696,237.9733518,101.1404722,0.196980453,0.053990096,0.062870445,59:13.1
205450.0556,208515.9963,208518.229,208376.6166,206944.0028,207036.2488,206901.1511,202257.8732,26.81474992,226.1066875,117.4045802,0.200778295,0.136009417,0.138548962,59:13.3
204630.8863,208521.039,208466.8608,208308.3996,206187.7519,205500.504,206301.6236,201578.6187,24.0912672,219.6915056,133.35714,0.074909476,0.05501939,0.03063957,59:13.5
204406.7064,208043.6951,207833.3999,207780.8764,205971.4646,205531.7872,205841.5305,201187.3957,20.1578496,212.6407752,136.787588,0.057458349,0.047553589,0.015231895,59:13.7
204537.2064,207818.9423,207480.1642,207380.5221,206036.4079,206218.6605,205662.0666,201125.5195,20.08203792,215.0285379,140.3077648,0.089867446,0.017643998,0.039555075,59:13.9
205814.3184,208844.7687,208438.3427,208408.63,207196.0362,207975.2646,206810.1591,202151.8409,22.12345968,202.0046773,162.3799509,0.807712288,0.067932443,0.061761072,59:14.1
207466.6649,210280.3796,209963.1116,209926.1818,209072.3058,209493.8443,208388.0268,203461.7337,21.68653536,96.62632,227.4408998,0.81483141,0.111748737,0.055142925,59:14.3
207572.3798,210422.6567,210023.1222,209972.935,209478.2776,209785.869,208556.8333,203276.1022,15.5548232,38.93143408,247.8184934,0.363199266,0.059539398,0.022207951,59:14.5
207590.1849,210351.4602,209881.8203,209836.0289,209587.8727,209966.3544,208607.3982,203041.5605,8.79330032,8.52814256,253.0663464,0.167497618,0.039275778,0.040771868,59:14.7
207541.0744,210195.7575,209690.4685,209655.5285,209530.3143,210077.6254,208592.5352,202782.3409,7.4249056,20.57048,253.7255784,0.084355253,0.023254335,0.011738251,59:14.9
207503.1019,210082.0417,209563.8664,209532.1976,209487.2732,210140.7228,208566.0768,202557.4693,4.7507432,23.0407688,252.4266472,0.060224455,0.013432583,0.013019986,59:15.1
207471.2026,209978.674,209447.8917,209426.4484,209441.2092,210187.7779,208525.7982,202383.5215,4.98928752,33.0659784,252.1682038,0.080494911,0.016631793,0.013119595,59:15.4
207463.5386,209898.2831,209356.3174,209334.2141,209405.4918,210223.3977,208494.5115,202274.782,2.79184752,40.32827344,250.4759309,0.071629211,0.016063435,0.008105936,59:15.6
207467.771,209835.5585,209287.7083,209262.8585,209376.098,210245.1205,208466.4145,202197.5734,2.37665344,46.20691376,248.8926754,0.047918823,0.01020554,0.004734363,59:15.8
207522.9294,209791.9331,209226.6525,209195.3716,209367.7987,210252.0401,208468.7999,202174.3918,3.73430512,57.79254992,245.0520386,0.447598952,0.031880778,0.02206635,59:16.0
208281.074,210338.1245,209718.8349,209661.1436,210200.4281,210520.2428,209150.3311,202937.2858,5.72201168,78.62452528,215.3752451,1.492636804,0.039573141,0.047554566,59:16.2
209333.1194,211125.3957,210330.4292,210357.9393,211320.5665,211138.4584,210386.7801,204217.9702,7.24996496,190.0122706,159.9221142,1.089026997,0.028997973,0.07623125,59:16.4
207925.6244,209142.6781,208334.4964,208388.4427,209547.4919,209952.387,208801.7736,203043.5864,8.6237312,243.830384,98.506352,0.345113863,0.011049776,0.035891021,59:16.6
206459.1055,207571.8565,206852.1931,206868.9417,207872.6687,208671.0633,207175.8369,201678.2007,8.39458704,246.6667907,73.6893192,0.058445651,0.013113248,0.027209403,59:16.8
206058.2123,207103.68,206406.5078,206410.8084,207357.43,208356.9042,206676.2133,201336.0593,10.69371968,235.5418845,71.18643504,0.039569235,0.016954546,0.019115674,59:17.0
205964.3988,206937.1003,206246.9277,206246.8995,207181.4575,208291.6855,206508.5598,201298.2984,13.81652608,236.5972661,66.689252,0.06140414,0.009955541,0.015449179,59:17.2
205988.5308,206872.0811,206183.1204,206179.5553,207127.5176,208317.6059,206467.7052,201376.373,13.09417872,242.4448981,70.4395496,0.065953933,0.015875448,0.013761684,59:17.4
206495.8415,207257.9865,206604.8648,206606.2601,207483.9052,208613.9153,206869.761,201874.9778,12.73733888,246.4386232,91.18692352,0.908973259,0.021707464,0.088755632,59:17.6
207504.5514,207990.8064,207317.0832,207341.0986,208219.0368,208986.9738,207588.3313,202675.7882,3.5726712,155.609272,168.4380488,0.619781128,0.016735797,0.049809443,59:17.8
207767.3965,208224.1972,207520.7996,207530.5857,208479.8417,209388.7316,207909.0517,203026.0246,3.1612616,143.2724776,204.9253192,0.089335709,0.018876905,0.030385664,59:18.0
207903.8257,208329.7385,207608.6539,207619.0109,208623.1836,209646.6965,208096.887,203275.0034,6.8950784,139.8027198,207.2183478,0.030525312,0.013801234,0.013527309,59:18.2
207986.9819,208403.1247,207664.5048,207673.4025,208729.9532,209827.0774,208248.3311,203492.8054,6.3518224,139.9410365,205.5779589,0.021454535,0.008624978,0.024427672,59:18.4
208098.2266,208400.4395,207586.865,207642.3515,208787.313,210053.8847,208447.5813,203791.1696,8.05862288,141.2654824,207.8205685,0.031838786,0.005150866,0.029225023,59:18.6
208331.9986,208271.2084,207408.7342,207494.6782,208709.4522,210232.7056,208611.2937,204189.477,8.73164992,138.3294584,210.8106739,0.034857821,0.002550286,0.012251433,59:18.8
208595.9308,208184.3424,207306.445,207388.8938,208707.7761,210347.5796,208731.4086,204599.8624,8.65925648,135.7342818,210.6988486,0.016333943,0.004685047,0.008017558,59:19.0
208807.1765,208103.6853,207211.7299,207294.4907,208718.6107,210395.3646,208801.8652,204954.9501,8.40069104,134.8897323,210.3070939,0.01185788,0.003837881,0.00747752,59:19.2
209017.8183,208040.1985,207133.7861,207219.7661,208727.978,210443.2184,208872.3222,205299.1841,8.1073328,138.3062632,214.0312664,0.019103955,0.010961886,0.009186988,59:19.4
209204.8064,208002.904,207092.8515,207176.6159,208726.6069,210483.5482,208943.2792,205627.3321,8.35369024,135.4237102,212.3601133,0.046484256,0.019462841,0.014878868,59:19.6
209363.0669,207971.0742,207058.049,207142.4228,208725.0384,210512.7746,208999.8853,205918.19,9.61697408,130.7198458,216.9187026,0.108619839,0.015644003,0.011399385,59:19.8
209473.5926,207919.7688,207016.3385,207096.457,208704.8386,210476.3486,209016.1668,206140.7684,9.56447968,113.1655963,223.2856629,0.299203824,0.007866679,0.02918889,59:20.0
209542.2759,207924.4689,207033.552,207101.0798,208683.121,210390.8221,209037.429,206346.461,11.48601888,84.10176656,235.4393373,0.220815841,0.011825165,0.018539992,59:20.2
209598.2258,208012.3303,207146.1154,207199.343,208716.6746,210279.3272,209085.5322,206570.3197,11.21634416,58.22996256,245.7917213,0.421972553,0.027674246,0.027246512,59:20.4
209485.6801,208034.8294,207204.7589,207239.0335,208676.3332,210182.3656,209029.6209,206625.7795,10.0087288,18.51038,248.1935232,0.368719759,0.014052698,0.016086385,59:20.6
209233.1952,207901.1341,207109.4877,207120.5361,208584.1719,210069.8856,208797.7249,206501.6625,7.9126152,23.2885912,254.5587744,0.130827302,0.0651512,0.084704373,59:20.8
207977.2369,208490.8203,208266.8404,208072.3325,208423.8638,209573.0768,206488.3566,205366.3396,4.18160624,35.36315776,252.2941904,0.192025876,0.083513946,0.054706891,59:21.0
204693.6637,210858.7908,211594.5459,211049.8138,208917.8879,197139.6726,198337.6661,200862.9743,7.79993536,66.69547808,241.2374048,0.268128708,0.117896671,0.071294739,59:21.2
203676.3506,213863.2128,214120.8036,213717.6345,211782.8328,189615.0477,193860.4864,197911.8387,6.57181056,94.98239072,228.0029562,0.510673009,0.108868374,0.129228185,59:21.4
204757.8728,212415.1041,211959.7115,211775.8278,211719.4034,193277.1171,194907.4422,198488.5762,5.36736928,144.9753715,212.7515018,0.377271495,0.0400248,0.080944617,59:21.6
205842.6307,212283.2144,211852.4383,211681.5296,211839.3634,196887.2152,196394.911,199513.652,3.0330776,178.1517102,181.9535256,0.192679683,0.02589007,0.059316254,59:21.9
206474.8344,208060.5272,213028.9998,212758.3101,212285.6647,199402.4332,197538.2084,199769.55,5.44550048,180.9593061,173.3454206,0.414414466,0.031013592,0.055406108,59:22.0
202506.8742,202824.8373,221268.0367,221893.413,215113.1463,204006.6297,187728.6224,193277.553,3.5287224,222.2566506,131.5542626,0.456589651,0.032315347,0.098742911,59:22.3
198303.2643,200318.4209,220980.9084,222034.5782,212643.8989,198319.2311,182500.2785,184465.0447,9.0497904,249.0029136,119.7958832,0.951188971,0.042006728,0.120922542,59:22.5
199363.6151,204780.3215,215410.6791,214844.845,211180.5209,199018.5321,184180.4505,185846.8353,5.4173,133.8525406,195.3308078,0.857508059,0.023955505,0.128986974,59:22.7
198957.5659,206769.5128,212675.3201,212327.4561,211498.2339,200854.6896,185464.9139,187547.3255,4.07478624,90.08881392,235.6366186,0.375689956,0.019152783,0.026749932,59:22.9
198797.4681,207926.6116,211373.7404,211151.5062,211423.5402,202412.4945,187142.0138,189186.4164,7.37900352,63.0012152,219.064869,1.073545103,0.11459541,0.15802401,59:23.1
199889.962,209600.3393,211311.2965,211131.791,212421.8449,205054.0395,190098.7947,191931.8672,9.41334464,119.467488,158.4573984,1.243742421,0.302487507,0.299110074,59:23.3
200879.3662,210748.1376,211562.8931,211447.65,213055.6634,207198.2585,192951.8905,194134.0618,53.5619896,210.4742214,165.1236989,0.197398909,0.108293668,0.206393515,59:23.5
201326.1131,211183.099,211206.1756,211061.6863,213014.2902,208062.2071,194910.9612,195423.7599,110.9106566,177.5010238,192.7439326,0.195376941,0.169462945,0.201208469,59:23.7
201426.6597,211379.9728,210681.2562,210552.188,212619.1898,208214.513,196360.9942,196186.0324,79.75144576,145.9159979,183.4469302,0.154489351,0.220814376,0.18276711,59:23.9
201439.3202,211193.4026,210370.8385,210264.4777,212270.0737,208341.9675,197513.4491,196894.9394,65.58003312,168.7483762,201.7850554,0.032923744,0.094542238,0.138019178,59:24.1
201802.9498,210778.3902,209217.4148,209066.3441,211407.8943,208310.5165,198124.6064,197095.8626,44.33628192,164.0180203,190.1703642,0.542687087,0.04715027,0.15564218,59:24.3
202363.7616,210560.5014,208927.1651,208825.6106,210950.0604,208434.8215,198900.6876,197729.0114,47.7595272,90.37228368,214.5985722,1.580572614,0.08849782,0.265426567,59:24.5
203548.319,211154.0805,209398.1424,209305.6897,211592.8949,209609.553,200576.5732,199407.5123,60.07959664,168.6632864,179.5428118,1.294050886,0.121892754,0.236052618,59:24.7
203989.5467,211074.1337,209349.3968,209277.9775,211521.6457,209951.4478,201542.4114,200281.986,61.2316656,143.0832536,183.1254936,1.296476173,0.140309699,0.218727467,59:24.9
204306.3872,210658.6912,208956.7738,208914.0248,211112.1668,209993.2956,202267.8846,200797.1793,58.4500728,164.8836896,183.1315976,1.554158619,0.163986397,0.273995881,59:25.1
205134.5921,211167.9848,209290.656,209239.4321,211608.465,210812.2033,203470.8297,202084.9437,57.49760464,203.605024,158.1016573,1.229915308,0.238410522,0.308668155,59:25.3
204832.0156,210133.5491,209003.0065,209020.1106,210797.9532,210064.4396,203910.7915,202247.3179,69.16613312,177.0264989,183.1847024,1.347270477,0.247995459,0.227637113,59:25.5
205596.8213,211020.6521,209402.5356,209348.6543,211745.9131,211027.5628,205256.7256,203859.8665,64.00056208,199.6210653,149.1407411,0.921797445,0.360605522,0.167261291,59:25.7
206492.9486,210124.5448,208010.3098,207862.6394,210400.6989,210550.1849,205374.5573,203782.2048,77.96907776,172.6782534,170.6735778,1.654955236,0.205654259,0.235011117,59:25.9
208031.7028,211310.2695,207838.4075,207621.4817,210915.1241,211911.1998,206292.7298,204953.0261,81.06026544,184.9510779,148.1295525,0.660071064,0.567707531,0.543099196,59:26.1
209583.9701,211121.118,206348.7339,206391.936,210138.5862,212365.1548,206610.3648,205312.7173,48.24943424,152.9959054,190.0225253,0.280963636,1.21004866,1.067215041,59:26.3
209835.4951,210199.3767,207429.9979,207955.6449,210473.3302,212339.097,207365.8474,206061.6998,19.0609608,108.5675752,221.4274832,0.299845424,0.688081735,0.507171553,59:26.5
210040.8863,210610.7854,207557.6742,207717.2176,210613.4883,212214.6972,208197.9074,206465.1913,21.08822128,161.9892949,199.8232298,0.203621061,0.097558832,0.230978413,59:26.7
209932.502,210448.5257,207874.901,207956.5006,210599.8215,212165.1096,208571.9827,206416.0441,21.30210544,156.2389606,196.8278749,0.122581229,0.101824446,0.222054607,59:26.9
210426.0139,210859.0726,208053.7459,208014.3235,210938.2599,212531.0152,209418.0562,207125.8078,15.876504,165.8163808,194.7798608,0.090212171,0.025013608,0.21820452,59:27.1
211376.6402,211105.4107,207706.0741,207617.2186,210986.983,213261.1573,210581.1484,208527.9616,19.5334104,145.8943898,196.2951178,0.166873596,0.04791394,0.41520841,59:27.3
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
212241.6773,211622.0056,208949.4109,208925.3294,211500.9659,214366.3063,210328.8328,209292.5658,35.3293416,163.5310432,189.2166752,0.17550248,0.026935966,0.158368735,59:27.5
